sleep_hours,year,month,day,dow_Friday,dow_Monday,dow_Saturday,dow_Sunday,dow_Thursday,dow_Tuesday,dow_Wednesday
4.516666666666667,2015,8,8,0,0,1,0,0,0,0
5.95,2015,8,9,0,0,0,1,0,0,0
7.083333333333333,2015,8,10,0,1,0,0,0,0,0
6.666666666666667,2015,8,11,0,0,0,0,0,1,0
7.133333333333334,2015,8,12,0,0,0,0,0,0,1
7.316666666666666,2015,8,13,0,0,0,0,1,0,0
8.05,2015,8,14,1,0,0,0,0,0,0
6.0,2015,8,15,0,0,1,0,0,0,0
6.8,2015,8,16,0,0,0,1,0,0,0
6.816666666666666,2015,8,17,0,1,0,0,0,0,0
6.4,2015,8,18,0,0,0,0,0,1,0
7.183333333333334,2015,8,19,0,0,0,0,0,0,1
6.8,2015,8,20,0,0,0,0,1,0,0
7.55,2015,8,21,1,0,0,0,0,0,0
6.416666666666667,2015,8,22,0,0,1,0,0,0,0
6.816666666666666,2015,8,23,0,0,0,1,0,0,0
6.266666666666667,2015,8,24,0,1,0,0,0,0,0
6.55,2015,8,25,0,0,0,0,0,1,0
6.916666666666667,2015,8,26,0,0,0,0,0,0,1
7.433333333333334,2015,8,27,0,0,0,0,1,0,0
6.083333333333333,2015,8,28,1,0,0,0,0,0,0
6.633333333333334,2015,8,29,0,0,1,0,0,0,0
6.8,2015,8,30,0,0,0,1,0,0,0
7.216666666666667,2015,8,31,0,1,0,0,0,0,0
5.566666666666666,2015,9,1,0,0,0,0,0,1,0
8.116666666666667,2015,9,2,0,0,0,0,0,0,1
7.85,2015,9,3,0,0,0,0,1,0,0
6.533333333333333,2015,9,4,1,0,0,0,0,0,0
7.883333333333334,2015,9,5,0,0,1,0,0,0,0
8.566666666666666,2015,9,6,0,0,0,1,0,0,0
6.9,2015,9,7,0,1,0,0,0,0,0
5.983333333333333,2015,9,8,0,0,0,0,0,1,0
6.116666666666666,2015,9,9,0,0,0,0,0,0,1
6.183333333333334,2015,9,10,0,0,0,0,1,0,0
7.016666666666667,2015,9,11,1,0,0,0,0,0,0
7.416666666666667,2015,9,12,0,0,1,0,0,0,0
7.083333333333333,2015,9,13,0,0,0,1,0,0,0
6.283333333333333,2015,9,14,0,1,0,0,0,0,0
3.9166666666666665,2015,9,15,0,0,0,0,0,1,0
7.3,2015,9,16,0,0,0,0,0,0,1
6.783333333333333,2015,9,17,0,0,0,0,1,0,0
5.35,2015,9,18,1,0,0,0,0,0,0
7.4,2015,9,19,0,0,1,0,0,0,0
6.716666666666667,2015,9,20,0,0,0,1,0,0,0
6.983333333333333,2015,9,21,0,1,0,0,0,0,0
6.75,2015,9,22,0,0,0,0,0,1,0
6.033333333333333,2015,9,23,0,0,0,0,0,0,1
6.116666666666666,2015,9,24,0,0,0,0,1,0,0
7.033333333333333,2015,9,25,1,0,0,0,0,0,0
7.433333333333334,2015,9,26,0,0,1,0,0,0,0
6.75,2015,9,27,0,0,0,1,0,0,0
6.933333333333334,2015,9,28,0,1,0,0,0,0,0
6.75,2015,9,29,0,0,0,0,0,1,0
6.433333333333334,2015,9,30,0,0,0,0,0,0,1
5.9,2015,10,1,0,0,0,0,1,0,0
8.183333333333334,2015,10,2,1,0,0,0,0,0,0
5.466666666666667,2015,10,3,0,0,1,0,0,0,0
5.683333333333334,2015,10,4,0,0,0,1,0,0,0
7.083333333333333,2015,10,5,0,1,0,0,0,0,0
6.133333333333334,2015,10,6,0,0,0,0,0,1,0
6.516666666666667,2015,10,7,0,0,0,0,0,0,1
6.4,2015,10,8,0,0,0,0,1,0,0
5.866666666666666,2015,10,9,1,0,0,0,0,0,0
8.0,2015,10,10,0,0,1,0,0,0,0
7.183333333333334,2015,10,11,0,0,0,1,0,0,0
6.116666666666666,2015,10,12,0,1,0,0,0,0,0
3.5,2015,10,13,0,0,0,0,0,1,0
7.016666666666667,2015,10,14,0,0,0,0,0,0,1
6.583333333333333,2015,10,15,0,0,0,0,1,0,0
7.216666666666667,2015,10,16,1,0,0,0,0,0,0
7.0,2015,10,17,0,0,1,0,0,0,0
7.266666666666667,2015,10,18,0,0,0,1,0,0,0
7.15,2015,10,19,0,1,0,0,0,0,0
6.416666666666667,2015,10,20,0,0,0,0,0,1,0
6.416666666666667,2015,10,21,0,0,0,0,0,0,1
6.316666666666666,2015,10,22,0,0,0,0,1,0,0
7.25,2015,10,23,1,0,0,0,0,0,0
6.583333333333333,2015,10,24,0,0,1,0,0,0,0
7.0,2015,10,25,0,0,0,1,0,0,0
3.966666666666667,2015,10,26,0,1,0,0,0,0,0
6.983333333333333,2015,10,27,0,0,0,0,0,1,0
6.783333333333333,2015,10,28,0,0,0,0,0,0,1
4.816666666666666,2015,10,29,0,0,0,0,1,0,0
7.016666666666667,2015,10,30,1,0,0,0,0,0,0
7.933333333333334,2015,10,31,0,0,1,0,0,0,0
7.683333333333334,2015,11,1,0,0,0,1,0,0,0
5.4,2015,11,2,0,1,0,0,0,0,0
7.216666666666667,2015,11,3,0,0,0,0,0,1,0
7.55,2015,11,4,0,0,0,0,0,0,1
6.333333333333333,2015,11,5,0,0,0,0,1,0,0
5.283333333333333,2015,11,6,1,0,0,0,0,0,0
6.05,2015,11,7,0,0,1,0,0,0,0
6.233333333333333,2015,11,8,0,0,0,1,0,0,0
5.85,2015,11,9,0,1,0,0,0,0,0
7.5,2015,11,10,0,0,0,0,0,1,0
6.95,2015,11,11,0,0,0,0,0,0,1
7.233333333333333,2015,11,12,0,0,0,0,1,0,0
7.466666666666667,2015,11,13,1,0,0,0,0,0,0
6.916666666666667,2015,11,14,0,0,1,0,0,0,0
6.433333333333334,2015,11,15,0,0,0,1,0,0,0
6.683333333333334,2015,11,16,0,1,0,0,0,0,0
7.0,2015,11,17,0,0,0,0,0,1,0
6.466666666666667,2015,11,18,0,0,0,0,0,0,1
6.183333333333334,2015,11,19,0,0,0,0,1,0,0
6.133333333333334,2015,11,20,1,0,0,0,0,0,0
9.183333333333334,2015,11,21,0,0,1,0,0,0,0
7.016666666666667,2015,11,22,0,0,0,1,0,0,0
5.15,2015,11,23,0,1,0,0,0,0,0
6.85,2015,11,24,0,0,0,0,0,1,0
8.05,2015,11,25,0,0,0,0,0,0,1
6.666666666666667,2015,11,26,0,0,0,0,1,0,0
5.8,2015,11,27,1,0,0,0,0,0,0
7.183333333333334,2015,11,28,0,0,1,0,0,0,0
7.083333333333333,2015,11,29,0,0,0,1,0,0,0
6.633333333333334,2015,11,30,0,1,0,0,0,0,0
6.666666666666667,2015,12,1,0,0,0,0,0,1,0
6.166666666666667,2015,12,2,0,0,0,0,0,0,1
6.833333333333333,2015,12,3,0,0,0,0,1,0,0
7.766666666666667,2015,12,4,1,0,0,0,0,0,0
6.133333333333334,2015,12,5,0,0,1,0,0,0,0
7.766666666666667,2015,12,6,0,0,0,1,0,0,0
6.466666666666667,2015,12,7,0,1,0,0,0,0,0
8.866666666666667,2015,12,8,0,0,0,0,0,1,0
6.216666666666667,2015,12,9,0,0,0,0,0,0,1
6.483333333333333,2015,12,10,0,0,0,0,1,0,0
5.65,2015,12,11,1,0,0,0,0,0,0
7.55,2015,12,12,0,0,1,0,0,0,0
8.566666666666666,2015,12,13,0,0,0,1,0,0,0
6.85,2015,12,14,0,1,0,0,0,0,0
8.0,2015,12,15,0,0,0,0,0,1,0
7.466666666666667,2015,12,16,0,0,0,0,0,0,1
6.783333333333333,2015,12,17,0,0,0,0,1,0,0
6.933333333333334,2015,12,18,1,0,0,0,0,0,0
4.883333333333334,2015,12,19,0,0,1,0,0,0,0
4.233333333333333,2015,12,20,0,0,0,1,0,0,0
6.766666666666667,2015,12,21,0,1,0,0,0,0,0
6.066666666666666,2015,12,22,0,0,0,0,0,1,0
4.5,2015,12,23,0,0,0,0,0,0,1
7.433333333333334,2015,12,24,0,0,0,0,1,0,0
7.333333333333333,2015,12,25,1,0,0,0,0,0,0
6.866666666666666,2015,12,26,0,0,1,0,0,0,0
7.35,2015,12,27,0,0,0,1,0,0,0
6.65,2015,12,28,0,1,0,0,0,0,0
7.183333333333334,2015,12,29,0,0,0,0,0,1,0
5.85,2015,12,30,0,0,0,0,0,0,1
7.3,2015,12,31,0,0,0,0,1,0,0
7.833333333333333,2016,1,1,1,0,0,0,0,0,0
7.333333333333333,2016,1,2,0,0,1,0,0,0,0
6.933333333333334,2016,1,3,0,0,0,1,0,0,0
5.983333333333333,2016,1,4,0,1,0,0,0,0,0
7.116666666666666,2016,1,5,0,0,0,0,0,1,0
6.85,2016,1,6,0,0,0,0,0,0,1
6.85,2016,1,7,0,0,0,0,1,0,0
7.05,2016,1,8,1,0,0,0,0,0,0
6.316666666666666,2016,1,9,0,0,1,0,0,0,0
7.1,2016,1,10,0,0,0,1,0,0,0
5.666666666666667,2016,1,11,0,1,0,0,0,0,0
6.416666666666667,2016,1,12,0,0,0,0,0,1,0
5.583333333333333,2016,1,13,0,0,0,0,0,0,1
7.433333333333334,2016,1,14,0,0,0,0,1,0,0
7.2,2016,1,15,1,0,0,0,0,0,0
7.483333333333333,2016,1,16,0,0,1,0,0,0,0
7.616666666666666,2016,1,17,0,0,0,1,0,0,0
5.866666666666666,2016,1,18,0,1,0,0,0,0,0
6.35,2016,1,19,0,0,0,0,0,1,0
7.016666666666667,2016,1,20,0,0,0,0,0,0,1
7.133333333333334,2016,1,21,0,0,0,0,1,0,0
6.983333333333333,2016,1,22,1,0,0,0,0,0,0
6.4,2016,1,23,0,0,1,0,0,0,0
7.566666666666666,2016,1,24,0,0,0,1,0,0,0
7.05,2016,1,25,0,1,0,0,0,0,0
6.366666666666666,2016,1,26,0,0,0,0,0,1,0
5.3,2016,1,27,0,0,0,0,0,0,1
7.25,2016,1,28,0,0,0,0,1,0,0
5.333333333333333,2016,1,29,1,0,0,0,0,0,0
6.666666666666667,2016,1,30,0,0,1,0,0,0,0
6.966666666666667,2016,1,31,0,0,0,1,0,0,0
6.683333333333334,2016,2,1,0,1,0,0,0,0,0
6.75,2016,2,2,0,0,0,0,0,1,0
7.333333333333333,2016,2,3,0,0,0,0,0,0,1
6.116666666666666,2016,2,4,0,0,0,0,1,0,0
7.416666666666667,2016,2,5,1,0,0,0,0,0,0
7.366666666666666,2016,2,6,0,0,1,0,0,0,0
7.4,2016,2,7,0,0,0,1,0,0,0
6.366666666666666,2016,2,8,0,1,0,0,0,0,0
6.166666666666667,2016,2,9,0,0,0,0,0,1,0
6.816666666666666,2016,2,10,0,0,0,0,0,0,1
7.133333333333334,2016,2,11,0,0,0,0,1,0,0
4.5,2016,2,12,1,0,0,0,0,0,0
8.483333333333333,2016,2,13,0,0,1,0,0,0,0
3.733333333333333,2016,2,14,0,0,0,1,0,0,0
5.533333333333333,2016,2,15,0,1,0,0,0,0,0
6.9,2016,2,16,0,0,0,0,0,1,0
6.416666666666667,2016,2,17,0,0,0,0,0,0,1
6.6,2016,2,18,0,0,0,0,1,0,0
1.2666666666666666,2016,2,19,1,0,0,0,0,0,0
6.983333333333333,2016,2,20,0,0,1,0,0,0,0
7.55,2016,2,21,0,0,0,1,0,0,0
6.316666666666666,2016,2,22,0,1,0,0,0,0,0
7.216666666666667,2016,2,23,0,0,0,0,0,1,0
6.016666666666667,2016,2,24,0,0,0,0,0,0,1
4.35,2016,2,25,0,0,0,0,1,0,0
7.233333333333333,2016,2,26,1,0,0,0,0,0,0
7.05,2016,2,27,0,0,1,0,0,0,0
6.55,2016,2,28,0,0,0,1,0,0,0
5.716666666666667,2016,2,29,0,1,0,0,0,0,0
7.516666666666667,2016,3,1,0,0,0,0,0,1,0
6.783333333333333,2016,3,2,0,0,0,0,0,0,1
6.416666666666667,2016,3,3,0,0,0,0,1,0,0
6.866666666666666,2016,3,4,1,0,0,0,0,0,0
6.933333333333334,2016,3,5,0,0,1,0,0,0,0
6.416666666666667,2016,3,8,0,0,0,0,0,1,0
6.65,2016,3,9,0,0,0,0,0,0,1
5.9,2016,3,10,0,0,0,0,1,0,0
6.7,2016,3,11,1,0,0,0,0,0,0
8.283333333333333,2016,3,12,0,0,1,0,0,0,0
6.566666666666666,2016,3,13,0,0,0,1,0,0,0
5.966666666666667,2016,3,14,0,1,0,0,0,0,0
7.316666666666666,2016,3,16,0,0,0,0,0,0,1
6.733333333333333,2016,3,17,0,0,0,0,1,0,0
2.35,2016,3,18,1,0,0,0,0,0,0
7.133333333333334,2016,3,19,0,0,1,0,0,0,0
6.233333333333333,2016,3,20,0,0,0,1,0,0,0
7.416666666666667,2016,3,21,0,1,0,0,0,0,0
6.633333333333334,2016,3,22,0,0,0,0,0,1,0
7.216666666666667,2016,3,23,0,0,0,0,0,0,1
6.633333333333334,2016,3,24,0,0,0,0,1,0,0
7.4,2016,3,25,1,0,0,0,0,0,0
7.466666666666667,2016,3,26,0,0,1,0,0,0,0
6.883333333333334,2016,3,27,0,0,0,1,0,0,0
7.2,2016,3,28,0,1,0,0,0,0,0
6.266666666666667,2016,3,29,0,0,0,0,0,1,0
6.933333333333334,2016,3,30,0,0,0,0,0,0,1
6.15,2016,3,31,0,0,0,0,1,0,0
7.233333333333333,2016,4,1,1,0,0,0,0,0,0
6.583333333333333,2016,4,2,0,0,1,0,0,0,0
6.983333333333333,2016,4,3,0,0,0,1,0,0,0
3.65,2016,4,4,0,1,0,0,0,0,0
7.116666666666666,2016,4,5,0,0,0,0,0,1,0
5.2,2016,4,6,0,0,0,0,0,0,1
7.233333333333333,2016,4,8,1,0,0,0,0,0,0
7.933333333333334,2016,4,9,0,0,1,0,0,0,0
6.85,2016,4,10,0,0,0,1,0,0,0
7.583333333333333,2016,4,11,0,1,0,0,0,0,0
6.333333333333333,2016,4,12,0,0,0,0,0,1,0
6.5,2016,4,13,0,0,0,0,0,0,1
7.1,2016,4,14,0,0,0,0,1,0,0
6.216666666666667,2016,4,15,1,0,0,0,0,0,0
9.283333333333331,2016,4,16,0,0,1,0,0,0,0
7.166666666666667,2016,4,17,0,0,0,1,0,0,0
6.033333333333333,2016,4,18,0,1,0,0,0,0,0
6.683333333333334,2016,4,19,0,0,0,0,0,1,0
5.766666666666667,2016,4,20,0,0,0,0,0,0,1
5.833333333333333,2016,4,21,0,0,0,0,1,0,0
7.383333333333334,2016,4,22,1,0,0,0,0,0,0
7.583333333333333,2016,4,23,0,0,1,0,0,0,0
7.05,2016,4,24,0,0,0,1,0,0,0
6.466666666666667,2016,4,25,0,1,0,0,0,0,0
7.183333333333334,2016,4,26,0,0,0,0,0,1,0
7.0,2016,4,27,0,0,0,0,0,0,1
7.016666666666667,2016,4,28,0,0,0,0,1,0,0
6.6,2016,4,29,1,0,0,0,0,0,0
7.733333333333333,2016,4,30,0,0,1,0,0,0,0
6.983333333333333,2016,5,1,0,0,0,1,0,0,0
6.45,2016,5,2,0,1,0,0,0,0,0
7.75,2016,5,3,0,0,0,0,0,1,0
6.116666666666666,2016,5,4,0,0,0,0,0,0,1
7.15,2016,5,5,0,0,0,0,1,0,0
7.733333333333333,2016,5,6,1,0,0,0,0,0,0
6.616666666666666,2016,5,7,0,0,1,0,0,0,0
6.933333333333334,2016,5,8,0,0,0,1,0,0,0
6.5,2016,5,9,0,1,0,0,0,0,0
6.2,2016,5,10,0,0,0,0,0,1,0
5.916666666666667,2016,5,11,0,0,0,0,0,0,1
7.083333333333333,2016,5,12,0,0,0,0,1,0,0
7.016666666666667,2016,5,13,1,0,0,0,0,0,0
7.8,2016,5,14,0,0,1,0,0,0,0
6.766666666666667,2016,5,15,0,0,0,1,0,0,0
6.2,2016,5,16,0,1,0,0,0,0,0
6.633333333333334,2016,5,17,0,0,0,0,0,1,0
7.016666666666667,2016,5,18,0,0,0,0,0,0,1
8.35,2016,5,19,0,0,0,0,1,0,0
6.566666666666666,2016,5,20,1,0,0,0,0,0,0
7.483333333333333,2016,5,21,0,0,1,0,0,0,0
7.216666666666667,2016,5,22,0,0,0,1,0,0,0
7.583333333333333,2016,5,23,0,1,0,0,0,0,0
6.75,2016,5,24,0,0,0,0,0,1,0
5.883333333333334,2016,5,25,0,0,0,0,0,0,1
6.566666666666666,2016,5,26,0,0,0,0,1,0,0
7.6,2016,5,27,1,0,0,0,0,0,0
7.166666666666667,2016,5,28,0,0,1,0,0,0,0
7.166666666666667,2016,5,29,0,0,0,1,0,0,0
6.616666666666666,2016,5,30,0,1,0,0,0,0,0
5.7,2016,5,31,0,0,0,0,0,1,0
5.616666666666666,2016,6,1,0,0,0,0,0,0,1
6.416666666666667,2016,6,2,0,0,0,0,1,0,0
7.316666666666666,2016,6,3,1,0,0,0,0,0,0
7.3,2016,6,4,0,0,1,0,0,0,0
7.566666666666666,2016,6,5,0,0,0,1,0,0,0
5.816666666666666,2016,6,6,0,1,0,0,0,0,0
6.833333333333333,2016,6,7,0,0,0,0,0,1,0
7.3,2016,6,8,0,0,0,0,0,0,1
6.016666666666667,2016,6,9,0,0,0,0,1,0,0
6.183333333333334,2016,6,10,1,0,0,0,0,0,0
6.033333333333333,2016,6,11,0,0,1,0,0,0,0
7.1,2016,6,12,0,0,0,1,0,0,0
6.783333333333333,2016,6,13,0,1,0,0,0,0,0
7.616666666666666,2016,6,14,0,0,0,0,0,1,0
5.716666666666667,2016,6,15,0,0,0,0,0,0,1
7.216666666666667,2016,6,16,0,0,0,0,1,0,0
7.0,2016,6,17,1,0,0,0,0,0,0
7.55,2016,6,18,0,0,1,0,0,0,0
6.683333333333334,2016,6,19,0,0,0,1,0,0,0
6.816666666666666,2016,6,20,0,1,0,0,0,0,0
6.283333333333333,2016,6,21,0,0,0,0,0,1,0
6.733333333333333,2016,6,22,0,0,0,0,0,0,1
6.483333333333333,2016,6,23,0,0,0,0,1,0,0
6.883333333333334,2016,6,24,1,0,0,0,0,0,0
7.233333333333333,2016,6,25,0,0,1,0,0,0,0
7.083333333333333,2016,6,26,0,0,0,1,0,0,0
6.716666666666667,2016,6,27,0,1,0,0,0,0,0
6.416666666666667,2016,6,28,0,0,0,0,0,1,0
6.55,2016,6,29,0,0,0,0,0,0,1
4.966666666666667,2016,6,30,0,0,0,0,1,0,0
8.55,2016,7,1,1,0,0,0,0,0,0
6.55,2016,7,2,0,0,1,0,0,0,0
5.95,2016,7,3,0,0,0,1,0,0,0
6.283333333333333,2016,7,4,0,1,0,0,0,0,0
6.133333333333334,2016,7,5,0,0,0,0,0,1,0
5.766666666666667,2016,7,6,0,0,0,0,0,0,1
6.566666666666666,2016,7,7,0,0,0,0,1,0,0
7.516666666666667,2016,7,8,1,0,0,0,0,0,0
8.0,2016,7,9,0,0,1,0,0,0,0
6.333333333333333,2016,7,10,0,0,0,1,0,0,0
7.216666666666667,2016,7,11,0,1,0,0,0,0,0
6.55,2016,7,12,0,0,0,0,0,1,0
6.15,2016,7,13,0,0,0,0,0,0,1
6.783333333333333,2016,7,14,0,0,0,0,1,0,0
6.666666666666667,2016,7,15,1,0,0,0,0,0,0
6.25,2016,7,16,0,0,1,0,0,0,0
6.85,2016,7,17,0,0,0,1,0,0,0
6.366666666666666,2016,7,18,0,1,0,0,0,0,0
5.833333333333333,2016,7,19,0,0,0,0,0,1,0
7.266666666666667,2016,7,20,0,0,0,0,0,0,1
6.133333333333334,2016,7,21,0,0,0,0,1,0,0
6.95,2016,7,22,1,0,0,0,0,0,0
7.6,2016,7,23,0,0,1,0,0,0,0
6.766666666666667,2016,7,24,0,0,0,1,0,0,0
6.716666666666667,2016,7,25,0,1,0,0,0,0,0
6.25,2016,7,26,0,0,0,0,0,1,0
6.5,2016,7,27,0,0,0,0,0,0,1
7.333333333333333,2016,7,28,0,0,0,0,1,0,0
7.15,2016,7,29,1,0,0,0,0,0,0
6.416666666666667,2016,7,30,0,0,1,0,0,0,0
7.216666666666667,2016,7,31,0,0,0,1,0,0,0
6.45,2016,8,1,0,1,0,0,0,0,0
6.883333333333334,2016,8,2,0,0,0,0,0,1,0
7.3,2016,8,3,0,0,0,0,0,0,1
6.85,2016,8,4,0,0,0,0,1,0,0
7.783333333333333,2016,8,5,1,0,0,0,0,0,0
7.416666666666667,2016,8,6,0,0,1,0,0,0,0
6.9,2016,8,7,0,0,0,1,0,0,0
6.366666666666666,2016,8,8,0,1,0,0,0,0,0
7.166666666666667,2016,8,9,0,0,0,0,0,1,0
5.3,2016,8,10,0,0,0,0,0,0,1
5.966666666666667,2016,8,11,0,0,0,0,1,0,0
6.5,2016,8,12,1,0,0,0,0,0,0
7.4,2016,8,13,0,0,1,0,0,0,0
7.3,2016,8,14,0,0,0,1,0,0,0
6.6,2016,8,15,0,1,0,0,0,0,0
7.566666666666666,2016,8,16,0,0,0,0,0,1,0
7.15,2016,8,17,0,0,0,0,0,0,1
7.3,2016,8,18,0,0,0,0,1,0,0
7.133333333333334,2016,8,19,1,0,0,0,0,0,0
8.033333333333333,2016,8,20,0,0,1,0,0,0,0
7.583333333333333,2016,8,21,0,0,0,1,0,0,0
3.7,2016,8,22,0,1,0,0,0,0,0
6.166666666666667,2016,8,23,0,0,0,0,0,1,0
5.666666666666667,2016,8,24,0,0,0,0,0,0,1
5.25,2016,8,25,0,0,0,0,1,0,0
7.5,2016,8,26,1,0,0,0,0,0,0
7.183333333333334,2016,8,27,0,0,1,0,0,0,0
6.333333333333333,2016,8,28,0,0,0,1,0,0,0
6.283333333333333,2016,8,29,0,1,0,0,0,0,0
7.483333333333333,2016,8,30,0,0,0,0,0,1,0
5.833333333333333,2016,8,31,0,0,0,0,0,0,1
6.483333333333333,2016,9,1,0,0,0,0,1,0,0
6.583333333333333,2016,9,2,1,0,0,0,0,0,0
7.55,2016,9,3,0,0,1,0,0,0,0
7.033333333333333,2016,9,4,0,0,0,1,0,0,0
6.1,2016,9,5,0,1,0,0,0,0,0
8.166666666666666,2016,9,6,0,0,0,0,0,1,0
6.633333333333334,2016,9,7,0,0,0,0,0,0,1
6.8,2016,9,8,0,0,0,0,1,0,0
6.566666666666666,2016,9,9,1,0,0,0,0,0,0
7.783333333333333,2016,9,10,0,0,1,0,0,0,0
5.833333333333333,2016,9,11,0,0,0,1,0,0,0
6.216666666666667,2016,9,12,0,1,0,0,0,0,0
8.233333333333333,2016,9,13,0,0,0,0,0,1,0
7.45,2016,9,14,0,0,0,0,0,0,1
6.483333333333333,2016,9,15,0,0,0,0,1,0,0
7.166666666666667,2016,9,16,1,0,0,0,0,0,0
5.783333333333333,2016,9,17,0,0,1,0,0,0,0
7.333333333333333,2016,9,18,0,0,0,1,0,0,0
5.75,2016,9,19,0,1,0,0,0,0,0
7.366666666666666,2016,9,20,0,0,0,0,0,1,0
6.1,2016,9,21,0,0,0,0,0,0,1
7.2,2016,9,22,0,0,0,0,1,0,0
7.833333333333333,2016,9,23,1,0,0,0,0,0,0
7.15,2016,9,24,0,0,1,0,0,0,0
6.4,2016,9,25,0,0,0,1,0,0,0
5.966666666666667,2016,9,26,0,1,0,0,0,0,0
6.35,2016,9,27,0,0,0,0,0,1,0
6.383333333333334,2016,9,28,0,0,0,0,0,0,1
6.35,2016,9,29,0,0,0,0,1,0,0
7.233333333333333,2016,9,30,1,0,0,0,0,0,0
5.966666666666667,2016,10,1,0,0,1,0,0,0,0
6.633333333333334,2016,10,2,0,0,0,1,0,0,0
6.183333333333334,2016,10,3,0,1,0,0,0,0,0
8.133333333333333,2016,10,4,0,0,0,0,0,1,0
7.5,2016,10,5,0,0,0,0,0,0,1
6.833333333333333,2016,10,6,0,0,0,0,1,0,0
7.666666666666667,2016,10,7,1,0,0,0,0,0,0
6.7,2016,10,8,0,0,1,0,0,0,0
6.8,2016,10,9,0,0,0,1,0,0,0
6.283333333333333,2016,10,10,0,1,0,0,0,0,0
5.35,2016,10,11,0,0,0,0,0,1,0
5.583333333333333,2016,10,12,0,0,0,0,0,0,1
6.2,2016,10,13,0,0,0,0,1,0,0
6.866666666666666,2016,10,14,1,0,0,0,0,0,0
6.583333333333333,2016,10,15,0,0,1,0,0,0,0
5.966666666666667,2016,10,16,0,0,0,1,0,0,0
